contestant,sport,record,matchup,away_team,home_team,pick_type,pick_text,team,line,units_wagered
TeddyDahlberg,NHL,327-341-4,Los Angeles @ Utah,Los Angeles,Utah,Spread (ATS),LA -105,LA,-105,+500
TeddyDahlberg,NHL,327-341-4,Los Angeles @ Utah,Los Angeles,Utah,Total (Over),Over 5.5,Over,5.5,+500
TeddyDahlberg,NHL,327-341-4,Detroit @ Vancouver,Detroit,Vancouver,Spread (ATS),DET -125,DET,-125,+400
TeddyDahlberg,NHL,327-341-4,Minnesota @ Seattle,Minnesota,Seattle,Total (Over),Over 5.5,Over,5.5,+500
jksteel,NHL,153-154-3,Tampa Bay @ Toronto,Tampa Bay,Toronto,Spread (ATS),TOR -110,TOR,-110,+500
jksteel,NHL,153-154-3,Buffalo @ Calgary,Buffalo,Calgary,Spread (ATS),BUF +100,BUF,+100,+500
jksteel,NHL,153-154-3,Los Angeles @ Utah,Los Angeles,Utah,Spread (ATS),UTAH -115,UTAH,-115,+500
jksteel,NHL,153-154-3,Los Angeles @ Utah,Los Angeles,Utah,Total (Over),Over 5.5,Over,5.5,+500
jksteel,NHL,153-154-3,Detroit @ Vancouver,Detroit,Vancouver,Spread (ATS),VAN +105,VAN,+105,+500
bshoe43,NHL,198-229-0,Tampa Bay @ Toronto,Tampa Bay,Toronto,Spread (ATS),TOR -102,TOR,-102,+500
bshoe43,NHL,198-229-0,Los Angeles @ Utah,Los Angeles,Utah,Spread (ATS),LA +100,LA,+100,+500
bshoe43,NHL,198-229-0,Buffalo @ Calgary,Buffalo,Calgary,Spread (ATS),BUF +100,BUF,+100,+500
bshoe43,NHL,198-229-0,Detroit @ Vancouver,Detroit,Vancouver,Spread (ATS),VAN +105,VAN,+105,+500
TheGambler34,NHL,91-64-7,Los Angeles @ Utah,Los Angeles,Utah,Total (Under),Under 5.5,Under,5.5,+500
TheGambler34,NHL,91-64-7,Buffalo @ Calgary,Buffalo,Calgary,Spread (ATS),BUF +100,BUF,+100,+200
TheGambler34,NHL,91-64-7,Buffalo @ Calgary,Buffalo,Calgary,Total (Over),Over 6.0,Over,6.0,+200
TheGambler34,NHL,91-64-7,Minnesota @ Seattle,Minnesota,Seattle,Total (Under),Under 5.5,Under,5.5,+500
kugle6,NHL,242-212-10,Tampa Bay @ Toronto,Tampa Bay,Toronto,Spread (ATS),TOR +105,TOR,+105,+100
kugle6,NHL,242-212-10,Los Angeles @ Utah,Los Angeles,Utah,Spread (ATS),UTAH -120,UTAH,-120,+100
k1nghammer,NHL,258-272-4,Tampa Bay @ Toronto,Tampa Bay,Toronto,Spread (ATS),TB -118,TB,-118,+500
k1nghammer,NHL,258-272-4,Buffalo @ Calgary,Buffalo,Calgary,Spread (ATS),BUF +100,BUF,+100,+500
k1nghammer,NHL,258-272-4,Los Angeles @ Utah,Los Angeles,Utah,Spread (ATS),LA +100,LA,+100,+500
k1nghammer,NHL,258-272-4,Los Angeles @ Utah,Los Angeles,Utah,Total (Under),Under 5.5,Under,5.5,+500
k1nghammer,NHL,258-272-4,Detroit @ Vancouver,Detroit,Vancouver,Spread (ATS),VAN +105,VAN,+105,+500
BRUNOD,NHL,150-120-5,Tampa Bay @ Toronto,Tampa Bay,Toronto,Spread (ATS),TB -135,TB,-135,+500
BRUNOD,NHL,150-120-5,Tampa Bay @ Toronto,Tampa Bay,Toronto,Total (Over),Over 6.5,Over,6.5,+500
BRUNOD,NHL,150-120-5,Buffalo @ Calgary,Buffalo,Calgary,Spread (ATS),CAL -120,CAL,-120,+500
BRUNOD,NHL,150-120-5,Minnesota @ Seattle,Minnesota,Seattle,Total (Over),Over 5.5,Over,5.5,+500
BRUNOD,NHL,150-120-5,Detroit @ Vancouver,Detroit,Vancouver,Spread (ATS),DET -125,DET,-125,+500
BRUNOD,NHL,150-120-5,Detroit @ Vancouver,Detroit,Vancouver,Total (Over),Over 6.5,Over,6.5,+500
sherriffics,NHL,392-339-17,Tampa Bay @ Toronto,Tampa Bay,Toronto,Spread (ATS),TOR -110,TOR,-110,+500
sherriffics,NHL,392-339-17,Tampa Bay @ Toronto,Tampa Bay,Toronto,Total (Over),Over 6.0,Over,6.0,+500
sherriffics,NHL,392-339-17,Buffalo @ Calgary,Buffalo,Calgary,Spread (ATS),CAL -120,CAL,-120,+500
sherriffics,NHL,392-339-17,Buffalo @ Calgary,Buffalo,Calgary,Total (Under),Under 6.0,Under,6.0,+500
sherriffics,NHL,392-339-17,Los Angeles @ Utah,Los Angeles,Utah,Spread (ATS),LA -110,LA,-110,+500
sherriffics,NHL,392-339-17,Los Angeles @ Utah,Los Angeles,Utah,Total (Over),Over 5.5,Over,5.5,+500
sherriffics,NHL,392-339-17,Detroit @ Vancouver,Detroit,Vancouver,Spread (ATS),DET -125,DET,-125,+500
sherriffics,NHL,392-339-17,Detroit @ Vancouver,Detroit,Vancouver,Total (Over),Over 6.0,Over,6.0,+500
pickstreet,NHL,260-197-0,Tampa Bay @ Toronto,Tampa Bay,Toronto,Spread (ATS),TOR -110,TOR,-110,+500
pickstreet,NHL,260-197-0,Buffalo @ Calgary,Buffalo,Calgary,Spread (ATS),BUF +100,BUF,+100,+500
Caseydonwon,NHL,97-101-0,Buffalo @ Calgary,Buffalo,Calgary,Spread (ATS),BUF +100,BUF,+100,+500
Caseydonwon,NHL,97-101-0,Los Angeles @ Utah,Los Angeles,Utah,Spread (ATS),LA +100,LA,+100,+500
Caseydonwon,NHL,97-101-0,Detroit @ Vancouver,Detroit,Vancouver,Spread (ATS),VAN +105,VAN,+105,+500
AMOZONS,NHL,254-234-2,Tampa Bay @ Toronto,Tampa Bay,Toronto,Spread (ATS),TB -118,TB,-118,+500
AMOZONS,NHL,254-234-2,Tampa Bay @ Toronto,Tampa Bay,Toronto,Total (Over),Over 6.0,Over,6.0,+500
AMOZONS,NHL,254-234-2,Buffalo @ Calgary,Buffalo,Calgary,Spread (ATS),CAL -120,CAL,-120,+500
AMOZONS,NHL,254-234-2,Buffalo @ Calgary,Buffalo,Calgary,Total (Over),Over 6.0,Over,6.0,+500
AMOZONS,NHL,254-234-2,Los Angeles @ Utah,Los Angeles,Utah,Spread (ATS),UTAH -120,UTAH,-120,+500
AMOZONS,NHL,254-234-2,Los Angeles @ Utah,Los Angeles,Utah,Total (Over),Over 5.5,Over,5.5,+500
AMOZONS,NHL,254-234-2,Minnesota @ Seattle,Minnesota,Seattle,Total (Under),Under 5.5,Under,5.5,+500
AMOZONS,NHL,254-234-2,Detroit @ Vancouver,Detroit,Vancouver,Spread (ATS),DET -125,DET,-125,+500
AMOZONS,NHL,254-234-2,Detroit @ Vancouver,Detroit,Vancouver,Total (Over),Over 6.5,Over,6.5,+500
bmangha,NHL,204-187-0,Tampa Bay @ Toronto,Tampa Bay,Toronto,Spread (ATS),TB -110,TB,-110,+500
bmangha,NHL,204-187-0,Buffalo @ Calgary,Buffalo,Calgary,Spread (ATS),BUF +100,BUF,+100,+500
bmangha,NHL,204-187-0,Minnesota @ Seattle,Minnesota,Seattle,Total (Over),Over 5.5,Over,5.5,+100
Moneyman00,NHL,63-49-3,Tampa Bay @ Toronto,Tampa Bay,Toronto,Total (Over),Over 6.0,Over,6.0,+500
Moneyman00,NHL,63-49-3,Los Angeles @ Utah,Los Angeles,Utah,Spread (ATS),UTAH -110,UTAH,-110,+500
DallasDick,NHL,197-169-5,Tampa Bay @ Toronto,Tampa Bay,Toronto,Spread (ATS),TB +100,TB,+100,+500
DallasDick,NHL,197-169-5,Buffalo @ Calgary,Buffalo,Calgary,Spread (ATS),CAL -120,CAL,-120,+500
DallasDick,NHL,197-169-5,Los Angeles @ Utah,Los Angeles,Utah,Spread (ATS),UTAH -115,UTAH,-115,+500
DallasDick,NHL,197-169-5,Los Angeles @ Utah,Los Angeles,Utah,Total (Under),Under 5.5,Under,5.5,+500
DallasDick,NHL,197-169-5,Detroit @ Vancouver,Detroit,Vancouver,Spread (ATS),VAN +105,VAN,+105,+500
DallasDick,NHL,197-169-5,Detroit @ Vancouver,Detroit,Vancouver,Total (Over),Over 6.0,Over,6.0,+500
broncos922,NHL,407-341-18,Tampa Bay @ Toronto,Tampa Bay,Toronto,Total (Over),Over 6.0,Over,6.0,+500
broncos922,NHL,407-341-18,Los Angeles @ Utah,Los Angeles,Utah,Spread (ATS),LA +100,LA,+100,+500
broncos922,NHL,407-341-18,Buffalo @ Calgary,Buffalo,Calgary,Total (Under),Under 6.0,Under,6.0,+500
broncos922,NHL,407-341-18,Detroit @ Vancouver,Detroit,Vancouver,Total (Under),Under 6.5,Under,6.5,+500
chuluckus,NHL,421-441-19,Tampa Bay @ Toronto,Tampa Bay,Toronto,Spread (ATS),TB -110,TB,-110,+500
chuluckus,NHL,421-441-19,Tampa Bay @ Toronto,Tampa Bay,Toronto,Total (Under),Under 6.0,Under,6.0,+500
chuluckus,NHL,421-441-19,Buffalo @ Calgary,Buffalo,Calgary,Spread (ATS),BUF +100,BUF,+100,+500
chuluckus,NHL,421-441-19,Buffalo @ Calgary,Buffalo,Calgary,Total (Over),Over 6.0,Over,6.0,+500
chuluckus,NHL,421-441-19,Los Angeles @ Utah,Los Angeles,Utah,Spread (ATS),LA -105,LA,-105,+500
chuluckus,NHL,421-441-19,Los Angeles @ Utah,Los Angeles,Utah,Total (Under),Under 5.5,Under,5.5,+500
chuluckus,NHL,421-441-19,Minnesota @ Seattle,Minnesota,Seattle,Total (Under),Under 5.5,Under,5.5,+500
chuluckus,NHL,421-441-19,Detroit @ Vancouver,Detroit,Vancouver,Spread (ATS),VAN +105,VAN,+105,+500
chuluckus,NHL,421-441-19,Detroit @ Vancouver,Detroit,Vancouver,Total (Under),Under 6.0,Under,6.0,+500
vladislav1968,NHL,406-318-23,Tampa Bay @ Toronto,Tampa Bay,Toronto,Spread (ATS),TOR -110,TOR,-110,+500
vladislav1968,NHL,406-318-23,Tampa Bay @ Toronto,Tampa Bay,Toronto,Total (Over),Over 6.0,Over,6.0,+500
vladislav1968,NHL,406-318-23,Buffalo @ Calgary,Buffalo,Calgary,Spread (ATS),CAL -120,CAL,-120,+500
vladislav1968,NHL,406-318-23,Buffalo @ Calgary,Buffalo,Calgary,Total (Under),Under 6.0,Under,6.0,+500
vladislav1968,NHL,406-318-23,Los Angeles @ Utah,Los Angeles,Utah,Spread (ATS),LA -110,LA,-110,+500
vladislav1968,NHL,406-318-23,Los Angeles @ Utah,Los Angeles,Utah,Total (Under),Under 5.5,Under,5.5,+500
vladislav1968,NHL,406-318-23,Minnesota @ Seattle,Minnesota,Seattle,Total (Over),Over 5.5,Over,5.5,+500
vladislav1968,NHL,406-318-23,Detroit @ Vancouver,Detroit,Vancouver,Spread (ATS),VAN +105,VAN,+105,+500
vladislav1968,NHL,406-318-23,Detroit @ Vancouver,Detroit,Vancouver,Total (Over),Over 6.0,Over,6.0,+500
ewatson15,NHL,203-246-1,Tampa Bay @ Toronto,Tampa Bay,Toronto,Spread (ATS),TB +100,TB,+100,+500
ewatson15,NHL,203-246-1,Buffalo @ Calgary,Buffalo,Calgary,Spread (ATS),BUF -105,BUF,-105,+500
ewatson15,NHL,203-246-1,Los Angeles @ Utah,Los Angeles,Utah,Spread (ATS),LA +100,LA,+100,+500
ewatson15,NHL,203-246-1,Detroit @ Vancouver,Detroit,Vancouver,Spread (ATS),VAN +105,VAN,+105,+500
mollydog,College Football,676-548-14,Army @ Navy,Army,Navy,Spread (ATS),NAVY -4.5,NAVY,-4.5,+500
fragma8023,College Football,856-736-20,Old Dominion @ South Florida,Old Dominion,South Florida,Total (Over),Over 56.5,Over,56.5,+500
bluesand9000,College Football,162-111-7,Army @ Navy,Army,Navy,Spread (ATS),NAVY -4.5,NAVY,-4.5,+500
bluesand9000,College Football,162-111-7,Army @ Navy,Army,Navy,Total (Over),Over 38.5,Over,38.5,+500
goph62,College Football,194-151-9,Army @ Navy,Army,Navy,Spread (ATS),NAVY -4.5,NAVY,-4.5,+500
Bikkembergs,College Football,966-856-19,Army @ Navy,Army,Navy,Spread (ATS),NAVY -4.5,NAVY,-4.5,+500
OGScotty,College Football,177-139-6,Old Dominion @ South Florida,Old Dominion,South Florida,Spread (ATS),USF -7.0,USF,-7.0,+500
Snowman0008,College Football,147-112-9,Army @ Navy,Army,Navy,Spread (ATS),NAVY -4.5,NAVY,-4.5,+500
Snowman0008,College Football,147-112-9,Army @ Navy,Army,Navy,Total (Over),Over 38.5,Over,38.5,+500
Reina,College Football,121-89-5,Army @ Navy,Army,Navy,Spread (ATS),NAVY -4.5,NAVY,-4.5,+500
DailyDimes,College Football,188-150-1,Army @ Navy,Army,Navy,Total (Under),Under 38.5,Under,38.5,+500
vupham,College Football,633-555-12,Army @ Navy,Army,Navy,Spread (ATS),NAVY -4.5,NAVY,-4.5,+500
vupham,College Football,633-555-12,Army @ Navy,Army,Navy,Total (Under),Under 38.5,Under,38.5,+500
zillagod,College Football,813-722-18,Army @ Navy,Army,Navy,Spread (ATS),ARMY +4.5,ARMY,+4.5,+500
zillagod,College Football,813-722-18,Army @ Navy,Army,Navy,Total (Under),Under 38.5,Under,38.5,+500
Weed32,College Football,432-377-7,Army @ Navy,Army,Navy,Total (Over),Over 38.5,Over,38.5,+500
skunty4,College Basketball,470-340-8,Lafayette @ Pennsylvania,Lafayette,Pennsylvania,Spread (ATS),LAF +7.0,LAF,+7.0,+500
skunty4,College Basketball,470-340-8,Southern @ Texas,Southern,Texas,Total (Over),Over 153.5,Over,153.5,+500
mollydog,College Basketball,713-594-16,Lafayette @ Pennsylvania,Lafayette,Pennsylvania,Spread (ATS),LAF +7.0,LAF,+7.0,+500
mollydog,College Basketball,713-594-16,Lafayette @ Pennsylvania,Lafayette,Pennsylvania,Total (Over),Over 151.5,Over,151.5,+500
mollydog,College Basketball,713-594-16,Southern @ Texas,Southern,Texas,Spread (ATS),SOU +22.0,SOU,+22.0,+500
mollydog,College Basketball,713-594-16,Southern @ Texas,Southern,Texas,Total (Over),Over 156.0,Over,156.0,+500
mollydog,College Basketball,713-594-16,Miss Valley St @ Kansas State,Miss Valley St,Kansas State,Spread (ATS),KSU -34.5,KSU,-34.5,+500
mollydog,College Basketball,713-594-16,Miss Valley St @ Kansas State,Miss Valley St,Kansas State,Total (Over),Over 155.5,Over,155.5,+500
mollydog,College Basketball,713-594-16,Incarnate Word @ New Orleans,Incarnate Word,New Orleans,Spread (ATS),IW -1.0,IW,-1.0,+500
mollydog,College Basketball,713-594-16,Incarnate Word @ New Orleans,Incarnate Word,New Orleans,Total (Under),Under 148.5,Under,148.5,+500
mollydog,College Basketball,713-594-16,Grambling State @ Southern Miss,Grambling State,Southern Miss,Spread (ATS),GRAM +8.0,GRAM,+8.0,+500
mollydog,College Basketball,713-594-16,Grambling State @ Southern Miss,Grambling State,Southern Miss,Total (Under),Under 140.5,Under,140.5,+500
willwrig,College Basketball,219-147-2,Lafayette @ Pennsylvania,Lafayette,Pennsylvania,Total (Under),Under 152.0,Under,152.0,+500
MP2056,College Basketball,267-204-5,Lafayette @ Pennsylvania,Lafayette,Pennsylvania,Spread (ATS),LAF +5.0,LAF,+5.0,+500
MP2056,College Basketball,267-204-5,Incarnate Word @ New Orleans,Incarnate Word,New Orleans,Spread (ATS),IW -1.0,IW,-1.0,+500
livelywee55,College Basketball,531-444-7,Lafayette @ Pennsylvania,Lafayette,Pennsylvania,Spread (ATS),PENN -6.5,PENN,-6.5,+500
livelywee55,College Basketball,531-444-7,Lafayette @ Pennsylvania,Lafayette,Pennsylvania,Total (Under),Under 152.0,Under,152.0,+500
livelywee55,College Basketball,531-444-7,Miss Valley St @ Kansas State,Miss Valley St,Kansas State,Total (Over),Over 155.5,Over,155.5,+500
livelywee55,College Basketball,531-444-7,Southern @ Texas,Southern,Texas,Total (Over),Over 157.0,Over,157.0,+500
livelywee55,College Basketball,531-444-7,Incarnate Word @ New Orleans,Incarnate Word,New Orleans,Spread (ATS),UNO +1.5,UNO,+1.5,+500
livelywee55,College Basketball,531-444-7,Grambling State @ Southern Miss,Grambling State,Southern Miss,Total (Over),Over 140.5,Over,140.5,+500
faustobone,College Basketball,1292-1141-25,Lafayette @ Pennsylvania,Lafayette,Pennsylvania,Spread (ATS),PENN -6.5,PENN,-6.5,+500
faustobone,College Basketball,1292-1141-25,Lafayette @ Pennsylvania,Lafayette,Pennsylvania,Total (Over),Over 152.0,Over,152.0,+500
faustobone,College Basketball,1292-1141-25,Miss Valley St @ Kansas State,Miss Valley St,Kansas State,Spread (ATS),MVSU +34.5,MVSU,+34.5,+500
faustobone,College Basketball,1292-1141-25,Miss Valley St @ Kansas State,Miss Valley St,Kansas State,Total (Over),Over 155.5,Over,155.5,+500
faustobone,College Basketball,1292-1141-25,Southern @ Texas,Southern,Texas,Spread (ATS),TEX -22.5,TEX,-22.5,+500
faustobone,College Basketball,1292-1141-25,Southern @ Texas,Southern,Texas,Total (Over),Over 157.0,Over,157.0,+500
faustobone,College Basketball,1292-1141-25,Incarnate Word @ New Orleans,Incarnate Word,New Orleans,Spread (ATS),IW -1.5,IW,-1.5,+500
faustobone,College Basketball,1292-1141-25,Incarnate Word @ New Orleans,Incarnate Word,New Orleans,Total (Under),Under 148.5,Under,148.5,+500
faustobone,College Basketball,1292-1141-25,Grambling State @ Southern Miss,Grambling State,Southern Miss,Spread (ATS),USM -8.0,USM,-8.0,+500
faustobone,College Basketball,1292-1141-25,Grambling State @ Southern Miss,Grambling State,Southern Miss,Total (Over),Over 140.5,Over,140.5,+500
whodat5400,College Basketball,273-215-6,Lafayette @ Pennsylvania,Lafayette,Pennsylvania,Spread (ATS),PENN -6.5,PENN,-6.5,+500
whodat5400,College Basketball,273-215-6,Southern @ Texas,Southern,Texas,Total (Over),Over 157.0,Over,157.0,+500
whodat5400,College Basketball,273-215-6,Incarnate Word @ New Orleans,Incarnate Word,New Orleans,Spread (ATS),IW -1.5,IW,-1.5,+500
whodat5400,College Basketball,273-215-6,Grambling State @ Southern Miss,Grambling State,Southern Miss,Spread (ATS),USM -8.0,USM,-8.0,+500
MartinK,College Basketball,989-868-15,Lafayette @ Pennsylvania,Lafayette,Pennsylvania,Spread (ATS),PENN -6.5,PENN,-6.5,+500
MartinK,College Basketball,989-868-15,Lafayette @ Pennsylvania,Lafayette,Pennsylvania,Total (Under),Under 151.5,Under,151.5,+500
MartinK,College Basketball,989-868-15,Miss Valley St @ Kansas State,Miss Valley St,Kansas State,Total (Over),Over 155.5,Over,155.5,+500
MartinK,College Basketball,989-868-15,Southern @ Texas,Southern,Texas,Total (Over),Over 156.0,Over,156.0,+500
MartinK,College Basketball,989-868-15,Incarnate Word @ New Orleans,Incarnate Word,New Orleans,Total (Under),Under 148.5,Under,148.5,+500
MartinK,College Basketball,989-868-15,Grambling State @ Southern Miss,Grambling State,Southern Miss,Spread (ATS),USM -8.0,USM,-8.0,+500
badstreet,College Basketball,280-224-6,Incarnate Word @ New Orleans,Incarnate Word,New Orleans,Spread (ATS),IW -1.0,IW,-1.0,+500
dberry963,College Basketball,433-365-6,Lafayette @ Pennsylvania,Lafayette,Pennsylvania,Spread (ATS),LAF +7.5,LAF,+7.5,+500
dberry963,College Basketball,433-365-6,Miss Valley St @ Kansas State,Miss Valley St,Kansas State,Spread (ATS),MVSU +32.5,MVSU,+32.5,+500
dberry963,College Basketball,433-365-6,Southern @ Texas,Southern,Texas,Spread (ATS),SOU +22.5,SOU,+22.5,+500
dberry963,College Basketball,433-365-6,Grambling State @ Southern Miss,Grambling State,Southern Miss,Spread (ATS),GRAM +7.5,GRAM,+7.5,+500
dberry963,College Basketball,433-365-6,Incarnate Word @ New Orleans,Incarnate Word,New Orleans,Spread (ATS),IW -1.0,IW,-1.0,+500
WILLIECHIL,College Basketball,224-175-6,Lafayette @ Pennsylvania,Lafayette,Pennsylvania,Spread (ATS),PENN -5.5,PENN,-5.5,+500
WILLIECHIL,College Basketball,224-175-6,Southern @ Texas,Southern,Texas,Total (Over),Over 155.0,Over,155.0,+500
WILLIECHIL,College Basketball,224-175-6,Incarnate Word @ New Orleans,Incarnate Word,New Orleans,Spread (ATS),IW -1.0,IW,-1.0,+500
WILLIECHIL,College Basketball,224-175-6,Grambling State @ Southern Miss,Grambling State,Southern Miss,Spread (ATS),USM -7.5,USM,-7.5,+500
cpg233,College Basketball,449-385-7,Lafayette @ Pennsylvania,Lafayette,Pennsylvania,Total (Under),Under 151.5,Under,151.5,+500
cucamonga,College Basketball,334-281-2,Lafayette @ Pennsylvania,Lafayette,Pennsylvania,Spread (ATS),PENN -6.5,PENN,-6.5,+500
cucamonga,College Basketball,334-281-2,Southern @ Texas,Southern,Texas,Total (Over),Over 156.5,Over,156.5,+500
cucamonga,College Basketball,334-281-2,Grambling State @ Southern Miss,Grambling State,Southern Miss,Spread (ATS),USM -8.0,USM,-8.0,+500
cucamonga,College Basketball,334-281-2,Grambling State @ Southern Miss,Grambling State,Southern Miss,Total (Over),Over 140.5,Over,140.5,+500
Utopia,College Basketball,325-274-4,Lafayette @ Pennsylvania,Lafayette,Pennsylvania,Total (Under),Under 152.0,Under,152.0,+500
Utopia,College Basketball,325-274-4,Incarnate Word @ New Orleans,Incarnate Word,New Orleans,Spread (ATS),UNO +2.0,UNO,+2.0,+500
88FAN,College Basketball,445-388-8,Lafayette @ Pennsylvania,Lafayette,Pennsylvania,Spread (ATS),PENN -6.5,PENN,-6.5,+500
88FAN,College Basketball,445-388-8,Lafayette @ Pennsylvania,Lafayette,Pennsylvania,Total (Under),Under 152.0,Under,152.0,+500
88FAN,College Basketball,445-388-8,Miss Valley St @ Kansas State,Miss Valley St,Kansas State,Spread (ATS),MVSU +34.5,MVSU,+34.5,+500
88FAN,College Basketball,445-388-8,Miss Valley St @ Kansas State,Miss Valley St,Kansas State,Total (Under),Under 155.0,Under,155.0,+500
88FAN,College Basketball,445-388-8,Incarnate Word @ New Orleans,Incarnate Word,New Orleans,Spread (ATS),UNO +1.5,UNO,+1.5,+500
88FAN,College Basketball,445-388-8,Incarnate Word @ New Orleans,Incarnate Word,New Orleans,Total (Under),Under 148.5,Under,148.5,+500
88FAN,College Basketball,445-388-8,Grambling State @ Southern Miss,Grambling State,Southern Miss,Spread (ATS),USM -8.0,USM,-8.0,+500
88FAN,College Basketball,445-388-8,Grambling State @ Southern Miss,Grambling State,Southern Miss,Total (Under),Under 140.5,Under,140.5,+500
88FAN,College Basketball,445-388-8,Southern @ Texas,Southern,Texas,Spread (ATS),TEX -22.5,TEX,-22.5,+500
88FAN,College Basketball,445-388-8,Southern @ Texas,Southern,Texas,Total (Under),Under 157.0,Under,157.0,+500
HOLLANDANDITALY,College Basketball,778-691-14,Lafayette @ Pennsylvania,Lafayette,Pennsylvania,Spread (ATS),PENN -6.5,PENN,-6.5,+500
HOLLANDANDITALY,College Basketball,778-691-14,Miss Valley St @ Kansas State,Miss Valley St,Kansas State,Spread (ATS),MVSU +37.5,MVSU,+37.5,+500
HOLLANDANDITALY,College Basketball,778-691-14,Incarnate Word @ New Orleans,Incarnate Word,New Orleans,Spread (ATS),IW -1.0,IW,-1.0,+500
HOLLANDANDITALY,College Basketball,778-691-14,Incarnate Word @ New Orleans,Incarnate Word,New Orleans,Total (Under),Under 148.5,Under,148.5,+500
HOLLANDANDITALY,College Basketball,778-691-14,Grambling State @ Southern Miss,Grambling State,Southern Miss,Spread (ATS),USM -7.5,USM,-7.5,+500
HOLLANDANDITALY,College Basketball,778-691-14,Grambling State @ Southern Miss,Grambling State,Southern Miss,Total (Under),Under 141.0,Under,141.0,+500
HOLLANDANDITALY,College Basketball,778-691-14,Southern @ Texas,Southern,Texas,Spread (ATS),SOU +21.0,SOU,+21.0,+500
HOLLANDANDITALY,College Basketball,778-691-14,Southern @ Texas,Southern,Texas,Total (Over),Over 155.0,Over,155.0,+500
Funsport,College Basketball,564-497-11,Lafayette @ Pennsylvania,Lafayette,Pennsylvania,Spread (ATS),PENN -7.0,PENN,-7.0,+500
Funsport,College Basketball,564-497-11,Lafayette @ Pennsylvania,Lafayette,Pennsylvania,Total (Under),Under 152.0,Under,152.0,+500
Funsport,College Basketball,564-497-11,Southern @ Texas,Southern,Texas,Total (Over),Over 156.5,Over,156.5,+500
Funsport,College Basketball,564-497-11,Grambling State @ Southern Miss,Grambling State,Southern Miss,Spread (ATS),USM -7.5,USM,-7.5,+500
Funsport,College Basketball,564-497-11,Grambling State @ Southern Miss,Grambling State,Southern Miss,Total (Over),Over 141.0,Over,141.0,+500
Funsport,College Basketball,564-497-11,Incarnate Word @ New Orleans,Incarnate Word,New Orleans,Spread (ATS),UNO +1.0,UNO,+1.0,+500
Funsport,College Basketball,564-497-11,Incarnate Word @ New Orleans,Incarnate Word,New Orleans,Total (Under),Under 148.5,Under,148.5,+500
wallyswahoos,College Basketball,675-598-8,Lafayette @ Pennsylvania,Lafayette,Pennsylvania,Spread (ATS),PENN -6.5,PENN,-6.5,+500
wallyswahoos,College Basketball,675-598-8,Lafayette @ Pennsylvania,Lafayette,Pennsylvania,Total (Under),Under 152.0,Under,152.0,+500
wallyswahoos,College Basketball,675-598-8,Miss Valley St @ Kansas State,Miss Valley St,Kansas State,Spread (ATS),KSU -37.5,KSU,-37.5,+500
wallyswahoos,College Basketball,675-598-8,Miss Valley St @ Kansas State,Miss Valley St,Kansas State,Total (Under),Under 156.5,Under,156.5,+500
wallyswahoos,College Basketball,675-598-8,Incarnate Word @ New Orleans,Incarnate Word,New Orleans,Spread (ATS),IW -1.5,IW,-1.5,+500
wallyswahoos,College Basketball,675-598-8,Incarnate Word @ New Orleans,Incarnate Word,New Orleans,Total (Over),Over 148.5,Over,148.5,+500
wallyswahoos,College Basketball,675-598-8,Grambling State @ Southern Miss,Grambling State,Southern Miss,Spread (ATS),USM -7.5,USM,-7.5,+500
wallyswahoos,College Basketball,675-598-8,Grambling State @ Southern Miss,Grambling State,Southern Miss,Total (Over),Over 142.5,Over,142.5,+500
wallyswahoos,College Basketball,675-598-8,Southern @ Texas,Southern,Texas,Spread (ATS),TEX -21.0,TEX,-21.0,+500
wallyswahoos,College Basketball,675-598-8,Southern @ Texas,Southern,Texas,Total (Over),Over 153.5,Over,153.5,+500
Ulysses,College Basketball,313-269-4,Lafayette @ Pennsylvania,Lafayette,Pennsylvania,Spread (ATS),PENN -6.5,PENN,-6.5,+500
Ulysses,College Basketball,313-269-4,Miss Valley St @ Kansas State,Miss Valley St,Kansas State,Spread (ATS),MVSU +37.5,MVSU,+37.5,+500
Ulysses,College Basketball,313-269-4,Southern @ Texas,Southern,Texas,Spread (ATS),SOU +21.0,SOU,+21.0,+500
Ulysses,College Basketball,313-269-4,Grambling State @ Southern Miss,Grambling State,Southern Miss,Spread (ATS),USM -7.5,USM,-7.5,+500
Ulysses,College Basketball,313-269-4,Incarnate Word @ New Orleans,Incarnate Word,New Orleans,Spread (ATS),IW -1.0,IW,-1.0,+500
csmooth515,College Basketball,438-383-5,Lafayette @ Pennsylvania,Lafayette,Pennsylvania,Spread (ATS),LAF +6.5,LAF,+6.5,+500
csmooth515,College Basketball,438-383-5,Lafayette @ Pennsylvania,Lafayette,Pennsylvania,Total (Over),Over 152.0,Over,152.0,+500
csmooth515,College Basketball,438-383-5,Miss Valley St @ Kansas State,Miss Valley St,Kansas State,Spread (ATS),MVSU +34.5,MVSU,+34.5,+500
csmooth515,College Basketball,438-383-5,Miss Valley St @ Kansas State,Miss Valley St,Kansas State,Total (Under),Under 155.5,Under,155.5,+500
csmooth515,College Basketball,438-383-5,Southern @ Texas,Southern,Texas,Spread (ATS),SOU +22.5,SOU,+22.5,+500
csmooth515,College Basketball,438-383-5,Southern @ Texas,Southern,Texas,Total (Under),Under 157.0,Under,157.0,+500
